,Description,Processor,RAM,Operating System,Storage,Display,Warranty,Price,ram_in_gb,ddr_version,processor_name,gen_type,OS,disk_drive,size_in_inches,touchscreen,company,graphic_card,SSD,HDD
574,DELL Inspiron Ryzen 5 Quad Core 3450U - (8 GB/256 GB SSD/Windows 10) Inspiron 3515 Thin and Light Lapt...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,40.64 cm (16 inch) Display,1 Year Onsite Warranty,7769580.0,8,4,AMD,0,Windows,SSD,16.0,No,Dell,No,512,0
575,Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL6 Laptop,Intel Core i5 Processor (12th Gen),32 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,6186180.0,32,4,Intel,10,Windows,SSD,15.6,No,Lenovo,No,512,0
576,ASUS Ryzen 7 Quad Core - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX3050Ti- 4...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,16196180.0,8,4,Intel,10,Windows,SSD,15.6,No,Asus,Yes,1000,0
577,DELL G15 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti...,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Touchscreen Display,1 Year Onsite Warranty,18018000.0,16,4,Intel,10,Windows,SSD,14.0,Yes,Dell,Yes,512,0
578,ASUS Vivobook 14X (2023) Intel H-Series Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Grap...,Intel Core i9 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,"Display: 15.6"" FHD WVA AG Narrow Border 120Hz 250 nits",1 Year Onsite Warranty,15832180.0,16,4,Intel,10,Windows,SSD,15.6,No,Asus,No,1000,0
579,Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,Intel Core i5 Processor (8th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,96.52 cm (38 cm) Display,1 Year Onsite Warranty,3092180.0,16,4,Intel,8,Windows,SSD,0.0,No,Primebook,No,1000,0
580,Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA...,Intel Core i7 Processor (13th Gen),8 GB RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,13102180.0,8,3,Intel,10,Windows,SSD,15.6,No,Lenovo,Yes,512,0
581,Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14ITL6 Thin and Light...,Intel Core i5 Processor (11th Gen),16 GB DDR5 RAM,Prime OS Operating System,512 GB SSD,40.64 cm (16 Inch) Display,1 Year Onsite Warranty,7179900.0,16,5,Intel,10,Windows,SSD,16.0,No,Lenovo,No,512,0
582,ASUS Vivobook 15 (2023) Core i3 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ321WS Thin and ...,Intel Core i5 Processor (11th Gen),4 GB DDR4 RAM,Windows 10 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty (ITW),8370180.0,4,4,Intel,10,Windows,SSD,15.6,No,Asus,No,256,0
583,HP 15s Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5111TU Thin and Light Laptop,Intel Core i7 Processor (12th Gen),4 GB DDR4 RAM,64 bit Windows 11 Operating System,128 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,10008180.0,4,4,Intel,10,Windows,SSD,15.6,No,HP,No,128,0
584,MSI Core i7 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) Prestige 16Evo A13M-266IN Laptop,Intel Core i7 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,1 TB HDD|128 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,23658180.0,8,4,Intel,10,Windows,Both,14.0,No,MSI,No,128,1000
585,ASUS Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 6GB RTX 3060)...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,38.86 cm (15.3 Inch) Display,One-year International Travelers Warranty,33670000.0,8,4,Intel,10,Windows,SSD,15.0,No,Asus,Yes,512,0
586,acer Predator Helios 300 Core i7 10th Gen - (16 GB/2 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeFor...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,33.78 cm (13.3 Inch) Display,1 Year Onsite Warranty,27389180.0,8,4,Intel,10,Windows,SSD,13.3,No,Acer,Yes,512,0
587,HP Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s- fr4000TU Thin and Light Laptop,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Touchscreen Display,1 Year Onsite Warranty,9553180.0,16,4,Intel,10,Windows,SSD,14.0,Yes,HP,No,512,0
588,ASUS Vivobook S 14 Intel EVO H-Series Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) S3402ZA-LY5...,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,29.46 cm (11.6 Inch) Display,1 Year Onsite Warranty,12010180.0,16,4,Intel,10,Windows,SSD,11.6,No,Asus,No,512,0
589,Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15ITL6 Thin and Light Laptop,Intel Core i3 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 year Domestic Warranty,7733180.0,16,4,Intel,10,Windows,SSD,15.6,No,Lenovo,No,512,0
590,Acer Aspire 5 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) A515-57 Thin and Light Laptop,AMD Ryzen 7 Octa Core Processor,4 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,2 Year Carry-in Warranty,10554180.0,4,4,AMD,0,Windows,SSD,15.6,No,Acer,No,512,0
591,HP 14s Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14s - dy5005TU Thin and Light Lapto...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,10918180.0,8,4,Intel,10,Windows,SSD,15.6,No,HP,No,512,0
592,Lenovo Slim 3 Chromebook Touch Intel Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) 14IGL05 C...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,38.1 cm (15 inch) Display,1 Year Onsite Warranty,3456180.0,8,4,Intel,10,Windows,SSD,15.0,No,Lenovo,No,512,0
593,APPLE MacBook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) Z12A000D3,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year On-Site Warranty,20018180.0,8,4,AMD,0,Windows,SSD,15.6,No,Apple,No,512,0
594,ASUS Vivobook S 15 OLED (2023) Intel EVO H-Series Core i9 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) ...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Chrome Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty,20018180.0,8,4,Intel,10,Windows,SSD,15.6,No,Asus,No,512,0
595,Primebook 4G Android Based MediaTek MT8788 - (4 GB/128 GB EMMC Storage/Prime OS) 4G Thin and Light Lap...,Intel Core i5 Processor (11th Gen),16 GB DDR5 RAM,Mac OS Operating System,1 TB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,3456180.0,16,5,Intel,10,Mac,SSD,14.0,No,Primebook,No,1000,0
596,ASUS ROG Flow X13 (2022) Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/AMD ...,Intel Core i5 Processor (12th Gen),32 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,29.46 cm (11.6 Inch) Display,1 year Domestic Warranty,24022180.0,32,5,Intel,10,Windows,SSD,11.6,No,Asus,Yes,512,0
597,DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light...,Intel Celeron Quad Core Processor,16 GB DDR4 RAM,Prime OS Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,One-year International Travelers Warranty (ITW),7041580.0,16,4,Intel,0,Windows,SSD,15.6,No,Dell,No,512,0
598,ASUS Vivobook Pro 15 OLED Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,Windows 11 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,16378180.0,8,4,Intel,10,Windows,Both,14.0,No,Asus,Yes,256,1000
599,Lenovo IdeaPad 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | ...,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,2 Year Carry-in Warranty,7096180.0,8,4,Intel,10,Windows,SSD,15.6,No,Lenovo,No,512,0
600,DELL Inspiron 3000 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 3511 Thin and Light Laptop,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty (ITW),7234500.0,8,4,AMD,0,Windows,SSD,15.6,No,Dell,No,512,0
601,Infinix X1 Slim Series Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display,3 Years Onsite Warranty + 3 Years Premium Care + 1 Year Accidental Damage Protection,6914180.0,8,4,Intel,10,Windows,SSD,16.0,No,Infinix,No,1000,0
602,ASUS Eeebook 14 Pentium Quad Core - (8 GB/256 GB SSD/Windows 11 Home) E410KA-BV101WS Thin and Light La...,Intel Core i3 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,40.64 cm (16 inch) Display,1 Year Onsite Warranty,5805800.0,16,4,Intel,10,Windows,SSD,16.0,No,Asus,No,512,0
603,HP 15s Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5111TU Thin and Light Laptop,Intel Core i7 Processor (12th Gen),4 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 inch) Display,2 Year On-Site & Carry-In Warranty,10008180.0,4,4,Intel,10,Windows,SSD,15.6,No,HP,No,256,0
604,DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light...,Intel Core i7 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,7041580.0,8,4,Intel,10,Windows,SSD,15.6,No,Dell,No,512,0
605,Acer Aspire 5 Ryzen 7 Octa Core 5700U - (8 GB/512 GB SSD/Windows 10 Home) A515-45-R9PX Thin and Light ...,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year International Travelers Warranty (ITW),10190180.0,16,5,Intel,10,Windows,SSD,14.0,No,Acer,No,512,0
606,ASUS Vivobook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1500EA Laptop,AMD Ryzen 5 Hexa Core Processor,4 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Domestic Warranty,6914180.0,4,4,AMD,0,Windows,SSD,15.6,No,Asus,No,512,0
607,HP Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s- fr4000TU Thin and Light Laptop,Intel Core i5 Processor (13th Gen),16 GB DDR5 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,2 Year On-Site & Carry-In Warranty,9553180.0,16,5,Intel,10,Windows,SSD,15.6,No,HP,No,512,0
608,ASUS ROG Strix Scar 17 SE (2022) with 90Whr Battery Core i9 12th Gen - (32 GB/2 TB SSD/Windows 11 Home...,Intel Core i7 Processor (13th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,65518180.0,8,4,Intel,10,Windows,SSD,14.0,No,Asus,No,512,0
609,Lenovo IdeaPad Gaming 3i Intel Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graph...,Intel Celeron Dual Core Processor,16 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 inch) Touchscreen Display,2 Years Warranty,12647180.0,16,5,Intel,0,Windows,Both,14.0,Yes,Lenovo,No,256,1000
610,DELL G15 Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz)...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,33.78 cm (13.3 inch) Display,1 Year Onsite Warranty,13811980.0,8,4,Intel,10,Windows,SSD,13.3,No,Dell,Yes,512,0
611,HP 14s Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14s - dy5005TU Thin and Light Lapto...,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,10918180.0,8,4,AMD,0,Windows,SSD,15.6,No,HP,No,512,0
612,DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3515 Thin and Light...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,29.46 cm (11.6 Inch) Display,1 Year Onsite Warranty,7824180.0,8,4,Intel,10,Windows,SSD,11.6,No,Dell,No,512,0
613,Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5-5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphi...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,34.04 cm (13.4 Inch) Touchscreen Display,1 Year Onsite Warranty,11464180.0,8,4,Intel,10,Windows,SSD,13.4,Yes,Lenovo,No,512,0
614,Lenovo IdeaPad 3 Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and Light Lapt...,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,10278996.0,8,4,AMD,0,Windows,SSD,15.6,No,Lenovo,No,512,0
615,Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,Intel Celeron Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,3092180.0,8,4,Intel,0,Windows,SSD,15.6,No,Primebook,No,512,0
616,DELL Inspiron Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Ins 5408 Thin and Light Laptop,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,11464180.0,8,4,AMD,0,Windows,SSD,15.6,No,Dell,No,512,0
617,HP Victus Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX ...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Prime OS Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,3 Years Onsite Warranty + 1 Year Accidental Damage Protection + 3 Years Legion Ultimate Support,10554180.0,8,4,Intel,10,Windows,SSD,15.6,No,HP,Yes,512,0
618,SAMSUNG Galaxy Book2 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) NP750XED-KC3IN Thin and Lig...,Intel Core i7 Processor (7th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,12738180.0,8,4,Intel,7,Windows,SSD,14.0,No,Samsung,No,512,0
619,HP Victus Intel Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX ...,Intel Core i7 Processor (12th Gen),32 GB DDR5 RAM,Windows 11 Operating System,512 GB SSD,35.81 cm (14.1 inch) Display,1 Year Onsite Warranty,20564180.0,32,5,Intel,10,Windows,SSD,14.0,No,HP,Yes,512,0
620,DELL Inspiron Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,8169980.0,8,4,AMD,0,Windows,SSD,15.6,No,Dell,No,512,0
621,Lenovo IdeaPad Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) ideapad 3 14ALC6UB Thin and...,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Manufacturer Warranty,9280180.0,16,4,Intel,10,Windows,SSD,15.6,No,Lenovo,No,512,0
622,ASUS Zenbook Flip 14 OLED Intel H-Series Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UP5401Z...,Intel Core i9 Processor (12th Gen),16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,19108180.0,16,4,Intel,10,Windows,SSD,15.6,No,Asus,No,512,0
623,Lenovo IdeaPad 5 Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) IdeaPad 5 15ITL05 Thin an...,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,10918180.0,8,4,Intel,10,Windows,SSD,15.6,No,Lenovo,No,1000,0
624,DELL Inspiron Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,AMD Ryzen 7 Quad Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,8169980.0,16,4,AMD,0,Windows,SSD,15.6,No,Dell,No,1000,0
625,Lenovo IdeaPad Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) ideapad 3 14ALC6UB Thin and...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,43.94 cm (17.3 inch) Display,1 Year Onsite Warranty,9280180.0,8,4,Intel,10,Windows,SSD,17.3,No,Lenovo,No,512,0
626,ASUS Zenbook 14 OLED (2023) Ryzen 7 Octa Core 7730U - (16 GB/1 TB SSD/Windows 11 Home) UM3402YA-KM751W...,AMD Ryzen 7 Octa Core Processor,4 GB DDR4 RAM,64 bit Windows 11 Operating System,128 GB SSD,39.62 cm (15.6 inch) Display,1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,19108180.0,4,4,AMD,0,Windows,SSD,15.6,No,Asus,No,128,0
627,Primebook 4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty,3092180.0,8,4,Intel,10,Windows,SSD,15.6,No,Primebook,No,512,0
628,ASUS ZenBook 13 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX333FA-A4118T Thin and Light Lapt...,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,35.56 cm (14 inch) Display,2 Year Onsite Warranty,13131300.0,8,4,Intel,10,Windows,SSD,14.0,No,Asus,No,512,0
629,HP Spectre x360 (2023) Eyesafe Intel Evo Core i7 13th Gen - (16 GB/1 TB SSD/Windows 11 Home) f2002TU L...,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,Prime OS Operating System,512 GB SSD,96.52 cm (38 cm) Display,1 Year Onsite Warranty,26388180.0,16,4,AMD,0,Windows,SSD,0.0,No,Spectre,No,512,0
630,Lenovo Legion 5 Pro Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty (ITW),23477636.0,16,4,Intel,10,Windows,SSD,15.6,No,Lenovo,Yes,512,0
631,HP 15s Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5111TU Thin and Light Laptop,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,10008180.0,8,4,Intel,10,Windows,SSD,15.6,No,HP,No,256,0
632,"ASUS Zenbook S 13 OLED (2023) 1 cm Thin & 1 kg Light, Intel EVO Core i5 13th Gen - (16 GB/512 GB SSD/W...",Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,29.46 cm (11.6 Inch) Display,1 Year Onsite Warranty,19108180.0,8,4,Intel,10,Windows,SSD,11.6,No,Asus,No,512,0
633,DELL Athlon Dual Core 3050U - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3525 Thin and Light Laptop,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB HDD|256 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,9073064.0,16,5,AMD,0,Windows,Both,14.0,No,Dell,No,256,1000
634,Lenovo Legion Core i7 7th Gen - (16 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForc...,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,256 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,19108180.0,16,4,AMD,0,Windows,SSD,15.6,No,Lenovo,Yes,256,0
635,HP Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s- fr4000TU Thin and Light Laptop,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display,2 Years Warranty,9553180.0,8,4,Intel,10,Windows,SSD,15.6,No,HP,No,512,0
636,MSI Modern 14 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) B11MOU-477IN Notebook,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",512 GB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,8916180.0,8,4,Intel,10,Windows,SSD,15.6,No,MSI,No,512,0
637,DELL Inspiron Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5420 Thin and Light Lapto...,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,16736356.0,16,4,AMD,0,Windows,SSD,15.6,No,Dell,No,1000,0
638,Acer Predator (2023) Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce...,Intel Core i9 Processor (12th Gen),4 GB DDR4 RAM,64 bit Windows 11 Operating System,4 TB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,30028180.0,4,4,Intel,10,Windows,SSD,14.0,No,Acer,Yes,4000,0
639,HP 14s Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14s - dy5005TU Thin and Light Lapto...,AMD Ryzen 7 Octa Core Processor,8 GB DDR3 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Touchscreen Display,18 Months Warranty + 6 Months Extended Warranty (6 Months Extended Warranty Upon Online Product Registration on www.avita-india.com),10918180.0,8,3,AMD,0,Windows,SSD,14.0,Yes,HP,No,512,0
640,ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce G...,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display,1 Year Onsite Warranty,10372180.0,16,4,Intel,10,Windows,SSD,15.6,No,Asus,Yes,1000,0
641,Acer Swift Go 14 Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) SFG14-41 Notebook,AMD Ryzen 3 Dual Core Processor,16 GB DDR4 RAM,Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,10918180.0,16,4,AMD,0,Windows,SSD,15.6,No,Acer,No,512,0
642,ASUS Vivobook S 14 Intel EVO H-Series Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-LY...,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,12738180.0,8,4,Intel,10,Windows,SSD,14.0,No,Asus,No,1000,0
643,Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN|81X800LGIN...,AMD Ryzen 5 Hexa Core Processor,16 GB DDR5 RAM,64 bit Windows 11 Operating System,256 GB SSD,35.56 cm (14 Inch) Display,1 Year Onsite Warranty,7279818.0,16,5,AMD,0,Windows,SSD,14.0,No,Lenovo,No,256,0
